Ticker,Name,Sector,Market Cap,Company,Sales,EBITDA
10046641.DU,ISHS MSCI AC G-CT,ETF,0,ISHS MSCI AC G-CT (10046641.DU),N/A,N/A
RZV,Guggenheim S&P; Smallcap 600 Pure Value,ETF,0,Guggenheim S&P; Smallcap 600 Pure Value (RZV),N/A,N/A
LGQI.DU,MUL LY SG GQIN D,ETF,0,MUL LY SG GQIN D (LGQI.DU),N/A,N/A
XCS2.F,DBX AU BOND 1C,ETF,0,DBX AU BOND 1C (XCS2.F),N/A,N/A
3216885.SG,DEUTSCH POSTBA VRN,ETF,0,DEUTSCH POSTBA VRN (3216885.SG),N/A,N/A
18015214.SG,,ETF,0,18015214.SG,N/A,N/A
21205845.SG,,ETF,0,21205845.SG,N/A,N/A
MORT,Market Vectors Mortgage REIT ETF,ETF,0,Market Vectors Mortgage REIT ETF (MORT),N/A,N/A
LNRG.MI,LNRG/ETFS,ETF,0,LNRG/ETFS (LNRG.MI),N/A,N/A
18433913.DU,8.5 BRAZIL 24 ,ETF,0,8.5 BRAZIL 24  (18433913.DU),N/A,N/A
M9SA.DU,RBS MAR ICI C,ETF,0,RBS MAR ICI C (M9SA.DU),N/A,N/A
ONN,UBS E-TRACS Fisher-Gartman Risk On ETN,ETF,0,UBS E-TRACS Fisher-Gartman Risk On ETN (ONN),N/A,N/A
FINA.L,MULTI UNITS FRANCE LYXOR ETF MS,ETF,0,MULTI UNITS FRANCE LYXOR ETF MS (FINA.L),N/A,N/A
14954669.SG,,ETF,0,14954669.SG,N/A,N/A
SMLV,SPDR Russell 2000 Low Volatility ETF,ETF,0,SPDR Russell 2000 Low Volatility ETF (SMLV),N/A,N/A
LY12.VI,L U ETF IN AV D EUR,ETF,0,L U ETF IN AV D EUR (LY12.VI),N/A,N/A
ONG,iPath Pure Beta Energy ETN,ETF,0,iPath Pure Beta Energy ETN (ONG),N/A,N/A
INGL1-55.TA,GALIL/INDEX SAL S55,ETF,0,GALIL/INDEX SAL S55 (INGL1-55.TA),N/A,N/A
O088.L,ISHARES PLC ISHARES FTSE EPRA/N,ETF,0,ISHARES PLC ISHARES FTSE EPRA/N (O088.L),N/A,N/A
XMHB.DE,ISH L MSCI EM C,ETF,0,ISH L MSCI EM C (XMHB.DE),N/A,N/A
42WM.L,SAUDIKAYAN/HSBC 15 ,ETF,0,SAUDIKAYAN/HSBC 15  (42WM.L),N/A,N/A
ALFA,AlphaClone Alternative Alpha ETF,ETF,0,AlphaClone Alternative Alpha ETF (ALFA),N/A,N/A
CSVR.SW,CSVR/ETFS HEDGED,ETF,0,CSVR/ETFS HEDGED (CSVR.SW),N/A,N/A
JBPAUA.SW,JB PHYSPALLAD A ,ETF,0,JB PHYSPALLAD A  (JBPAUA.SW),N/A,N/A
RBST7.AS,RBS 6.08% NCG TRUPS,ETF,0,RBS 6.08% NCG TRUPS (RBST7.AS),N/A,N/A
XMEN.L,DB X-TRACKERS DBX MSCI EM TELEC,ETF,0,DB X-TRACKERS DBX MSCI EM TELEC (XMEN.L),N/A,N/A
20829607.SG,,ETF,0,20829607.SG,N/A,N/A
14263019.SG,,ETF,0,14263019.SG,N/A,N/A
O034.L,IS SEU600 H C,ETF,0,IS SEU600 H C (O034.L),N/A,N/A
45ZL.L,BANKINDIA/HSBC16VRN,ETF,0,BANKINDIA/HSBC16VRN (45ZL.L),N/A,N/A
19615028.SG,,ETF,0,19615028.SG,N/A,N/A
OXF.TO,FirstAsset Can-Engy Cvrd Call ETF Comm,ETF,0,FirstAsset Can-Engy Cvrd Call ETF Comm (OXF.TO),N/A,N/A
DSTJ,JPMorgan 2X Short US Long Trsy Fut ETN,ETF,0,JPMorgan 2X Short US Long Trsy Fut ETN (DSTJ),N/A,N/A
XMK7.SG,DBXT MSCI EU SM 2C,ETF,0,DBXT MSCI EU SM 2C (XMK7.SG),N/A,N/A
NGAF.L,NGAF/ETFS,ETF,0,NGAF/ETFS (NGAF.L),N/A,N/A
19507272.SG,,ETF,0,19507272.SG,N/A,N/A
KND15-16.TA,RE15/KSM SAL S16,ETF,0,RE15/KSM SAL S16 (KND15-16.TA),N/A,N/A
18312047.SG,,ETF,0,18312047.SG,N/A,N/A
PHO.MX,PWRSHS WTR RES PTF,ETF,0,PWRSHS WTR RES PTF (PHO.MX),N/A,N/A
1985280.SW,ISHS SMIM R CH,ETF,0,ISHS SMIM R CH (1985280.SW),N/A,N/A
SMB.MX,MRKVTR SHRT MUNICPL,ETF,0,MRKVTR SHRT MUNICPL (SMB.MX),N/A,N/A
H4ZA.F,HSBC EU STX 50 G-CT,ETF,0,HSBC EU STX 50 G-CT (H4ZA.F),N/A,N/A
19726422.SG,,ETF,0,19726422.SG,N/A,N/A
20888941.SG,,ETF,0,20888941.SG,N/A,N/A
21607715.SG,,ETF,0,21607715.SG,N/A,N/A
AUCO.MI,ETFX DAX GOLD USD,ETF,0,ETFX DAX GOLD USD (AUCO.MI),N/A,N/A
SGB3.L,MSFX/ETFS FOREIGN,ETF,0,MSFX/ETFS FOREIGN (SGB3.L),N/A,N/A
140700.KS,KODEX INSURANCE,ETF,0,KODEX INSURANCE (140700.KS),N/A,N/A
TLH,iShares 10-20 Year Treasury Bond ETF,ETF,0,iShares 10-20 Year Treasury Bond ETF (TLH),N/A,N/A
UC08.L,UBS(Irl)ETF plc-MSCI USA Value(USD)I-dis,ETF,0,UBS(Irl)ETF plc-MSCI USA Value(USD)I-dis (UC08.L),N/A,N/A
TLO,SPDR Barclays Capital Long Term Treasury,ETF,0,SPDR Barclays Capital Long Term Treasury (TLO),N/A,N/A
TLL,ProShares UltraShort Telecommunications,ETF,0,ProShares UltraShort Telecommunications (TLL),N/A,N/A
12570137.SG,,ETF,0,12570137.SG,N/A,N/A
QAG.AX,BetaShares Agriculture ETF Hgd (Synth),ETF,0,BetaShares Agriculture ETF Hgd (Synth) (QAG.AX),N/A,N/A
20577167.SG,,ETF,0,20577167.SG,N/A,N/A
87WM.L,BUPAARABIA/HSBC16,ETF,0,BUPAARABIA/HSBC16 (87WM.L),N/A,N/A
XACT-KONSUM.OL,SHB X NORD CON ETFC,ETF,0,SHB X NORD CON ETFC (XACT-KONSUM.OL),N/A,N/A
NICK.L,NICK/ETFS,ETF,0,NICK/ETFS (NICK.L),N/A,N/A
10640619.SW,JB PHYSSILVERAX CHF,ETF,0,JB PHYSSILVERAX CHF (10640619.SW),N/A,N/A
22270849.SG,,ETF,0,22270849.SG,N/A,N/A
EXV2.SG,IS SEU600 TELEC,ETF,0,IS SEU600 TELEC (EXV2.SG),N/A,N/A
PDN,PowerShares FTSE RAFI Dev Mkts ex-US S/M,ETF,0,PowerShares FTSE RAFI Dev Mkts ex-US S/M (PDN),N/A,N/A
45XT.L,ACC/HSBC 16 VRN,ETF,0,ACC/HSBC 16 VRN (45XT.L),N/A,N/A
LCNP.L,ETFS FOREIGN EXCHANGE LIMITED E,ETF,0,ETFS FOREIGN EXCHANGE LIMITED E (LCNP.L),N/A,N/A
CEW.MX,WSDTR EMR CUR,ETF,0,WSDTR EMR CUR (CEW.MX),N/A,N/A
20914280.SG,,ETF,0,20914280.SG,N/A,N/A
CEMA.L,ISHARES VII PLC ISHARES MSCI EM,ETF,0,ISHARES VII PLC ISHARES MSCI EM (CEMA.L),N/A,N/A
SPYB.SG,SPDR MSCI EM USD-AC,ETF,0,SPDR MSCI EM USD-AC (SPYB.SG),N/A,N/A
IQQK.F,ISHARES MSCI KO G-C,ETF,0,ISHARES MSCI KO G-C (IQQK.F),N/A,N/A
EWMD,Guggenheim S&P; MidCap 400 Equal Weight,ETF,0,Guggenheim S&P; MidCap 400 Equal Weight (EWMD),N/A,N/A
TINM.L,TINM/ETFS,ETF,0,TINM/ETFS (TINM.L),N/A,N/A
PDP,PowerShares DWA Mom Port,ETF,0,PowerShares DWA Mom Port (PDP),N/A,N/A
19NZ.L,ADCB/HSBC 16 ELN,ETF,0,ADCB/HSBC 16 ELN (19NZ.L),N/A,N/A
138910.KS,KODEX Copper Futures(H),ETF,0,KODEX Copper Futures(H) (138910.KS),N/A,N/A
CLEA.SW,CLEA/ETFS HEDGED,ETF,0,CLEA/ETFS HEDGED (CLEA.SW),N/A,N/A
20251079.SG,,ETF,0,20251079.SG,N/A,N/A
12904971.SG,,ETF,0,12904971.SG,N/A,N/A
21576767.SG,,ETF,0,21576767.SG,N/A,N/A
94PN.L,YOUNG/HSBC WT20,ETF,0,YOUNG/HSBC WT20 (94PN.L),N/A,N/A
XS7R.L,DB X-TRACKERS DBX STOXX EUROPE ,ETF,0,DB X-TRACKERS DBX STOXX EUROPE  (XS7R.L),N/A,N/A
EUNY.F,ISHS EM MKS DI G-CT,ETF,0,ISHS EM MKS DI G-CT (EUNY.F),N/A,N/A
EIPL,UBS E-TRACS Mon 2x Next Gen Internet ETN,ETF,0,UBS E-TRACS Mon 2x Next Gen Internet ETN (EIPL),N/A,N/A
EIPO,UBS E-TRACS Next Gen Internet ETN,ETF,0,UBS E-TRACS Next Gen Internet ETN (EIPO),N/A,N/A
139240.KS,TIGER STEEL&,ETF,0,TIGER STEEL& (139240.KS),N/A,N/A
EL4P.MU,DK IB LSD 7-10,ETF,0,DK IB LSD 7-10 (EL4P.MU),N/A,N/A
SH,ProShares Short S&P500;,ETF,0,ProShares Short S&P500; (SH),N/A,N/A
MXWO.L,Source MSCI World ETF,ETF,0,Source MSCI World ETF (MXWO.L),N/A,N/A
20788257.SG,,ETF,0,20788257.SG,N/A,N/A
CT5.PA,AM EUR TELEC UC ETF,ETF,0,AM EUR TELEC UC ETF (CT5.PA),N/A,N/A
18573179.SG,,ETF,0,18573179.SG,N/A,N/A
DBXD.SG,DBXT DAX 1C,ETF,0,DBXT DAX 1C (DBXD.SG),N/A,N/A
FOC,FaithShares Christian Values,ETF,0,FaithShares Christian Values (FOC),N/A,N/A
11AN.L,SABIC/HSBC 16,ETF,0,SABIC/HSBC 16 (11AN.L),N/A,N/A
SC0P.BE,SOU STOX EUR ACC,ETF,0,SOU STOX EUR ACC (SC0P.BE),N/A,N/A
DBPT.SG,DBXT MSCI W IT 1C,ETF,0,DBXT MSCI W IT 1C (DBPT.SG),N/A,N/A
18654487.SG,,ETF,0,18654487.SG,N/A,N/A
JB6E.DE,J BAER S EQ EU SC,ETF,0,J BAER S EQ EU SC (JB6E.DE),N/A,N/A
BVL,ELEMENTS BG Large Cap ETN,ETF,0,ELEMENTS BG Large Cap ETN (BVL),N/A,N/A
JPNEUI.MI,UBS ETF MSCI JAP IC,ETF,0,UBS ETF MSCI JAP IC (JPNEUI.MI),N/A,N/A
098560.KS,TIGER MDIA&TELCM;,ETF,0,TIGER MDIA&TELCM; (098560.KS),N/A,N/A
HMLA.L,HSBC MSCI EM LT USD,ETF,0,HSBC MSCI EM LT USD (HMLA.L),N/A,N/A
79DL.L,MERS/HSBC 14 ELN,ETF,0,MERS/HSBC 14 ELN (79DL.L),N/A,N/A
20465921.SG,,ETF,0,20465921.SG,N/A,N/A
10690440.SG,DAI/UBSL 13 NTS,ETF,0,DAI/UBSL 13 NTS (10690440.SG),N/A,N/A
C072.F,COMS S600 OG IC,ETF,0,COMS S600 OG IC (C072.F),N/A,N/A
HMXJ.L,HSBC MSCI PACIF USD,ETF,0,HSBC MSCI PACIF USD (HMXJ.L),N/A,N/A
SEKP.L,ETFS FOREIGN EXCHANGE LIMITED E,ETF,0,ETFS FOREIGN EXCHANGE LIMITED E (SEKP.L),N/A,N/A
NAFTRAC02.MX,,ETF,0,NAFTRAC02.MX,N/A,N/A
SGBS.L,GOLDLNPM/ETFS,ETF,0,GOLDLNPM/ETFS (SGBS.L),N/A,N/A
20223574.SG,,ETF,0,20223574.SG,N/A,N/A
EM57.MI,L UCITS 5-7Y INV GR,ETF,0,L UCITS 5-7Y INV GR (EM57.MI),N/A,N/A
19299143.SG,,ETF,0,19299143.SG,N/A,N/A
18312805.SG,,ETF,0,18312805.SG,N/A,N/A
20524727.SG,,ETF,0,20524727.SG,N/A,N/A
UIQZ.DE,UBS MSCI USD-I-ACC,ETF,0,UBS MSCI USD-I-ACC (UIQZ.DE),N/A,N/A
BVT,ELEMENTS BG Total Market ETN,ETF,0,ELEMENTS BG Total Market ETN (BVT),N/A,N/A
VCSH,Vanguard Short-Term Corp Bd Idx ETF,ETF,0,Vanguard Short-Term Corp Bd Idx ETF (VCSH),N/A,N/A
19885580.SG,,ETF,0,19885580.SG,N/A,N/A
LYYG.MU,LYXOR ETF TURKEY,ETF,0,LYXOR ETF TURKEY (LYYG.MU),N/A,N/A
O008.L,ISHS DJ APSD 30,ETF,0,ISHS DJ APSD 30 (O008.L),N/A,N/A
XUTS.SW,,ETF,0,XUTS.SW,N/A,N/A
IWRD.L,ISHARES PLC ISHARES MSCI WORLD ,ETF,0,ISHARES PLC ISHARES MSCI WORLD  (IWRD.L),N/A,N/A
21893686.SG,,ETF,0,21893686.SG,N/A,N/A
LYQ8.HM,L.ETF FTSE R.D-EUR,ETF,0,L.ETF FTSE R.D-EUR (LYQ8.HM),N/A,N/A
MATW.BR,MUL LY W MATER C ,ETF,0,MUL LY W MATER C  (MATW.BR),N/A,N/A
20002501.SG,,ETF,0,20002501.SG,N/A,N/A
LLST.L,LLST/ETFS,ETF,0,LLST/ETFS (LLST.L),N/A,N/A
1275846.SG,,ETF,0,1275846.SG,N/A,N/A
GLTY.L,SPDR Barclays Capital UK Gilt ETF,ETF,0,SPDR Barclays Capital UK Gilt ETF (GLTY.L),N/A,N/A
10910716.SG,,ETF,0,10910716.SG,N/A,N/A
136340.KS,KStar Credit,ETF,0,KStar Credit (136340.KS),N/A,N/A
20414389.SG,,ETF,0,20414389.SG,N/A,N/A
14730491.SG,,ETF,0,14730491.SG,N/A,N/A
C2U.PA,AM MSCI USA UC ETF,ETF,0,AM MSCI USA UC ETF (C2U.PA),N/A,N/A
BEAR-NHY-DNM.OL,NHY/DNB 41 ETN,ETF,0,NHY/DNB 41 ETN (BEAR-NHY-DNM.OL),N/A,N/A
RTSE.AS,RBS M A TOP EUR C,ETF,0,RBS M A TOP EUR C (RTSE.AS),N/A,N/A
20072044.SW,UBS SLI R CHF IDIS,ETF,0,UBS SLI R CHF IDIS (20072044.SW),N/A,N/A
18313602.SW,ZKB SILVER ETF HCHF,ETF,0,ZKB SILVER ETF HCHF (18313602.SW),N/A,N/A
CSCSI3.SW,ISHS CSI 300 USD-AC,ETF,0,ISHS CSI 300 USD-AC (CSCSI3.SW),N/A,N/A
IS0D.F,ISHS OL & GS G-CT,ETF,0,ISHS OL & GS G-CT (IS0D.F),N/A,N/A
ZPHL.SG,,ETF,0,ZPHL.SG,N/A,N/A
19736475.SG,,ETF,0,19736475.SG,N/A,N/A
AHJ.MC,L U ETF/NA AS D EUR,ETF,0,L U ETF/NA AS D EUR (AHJ.MC),N/A,N/A
ISVW.BE,ISHS MSCI SA,ETF,0,ISHS MSCI SA (ISVW.BE),N/A,N/A
20702642.SG,,ETF,0,20702642.SG,N/A,N/A
CI5.PA,AM EUR INSUR UC ETF,ETF,0,AM EUR INSUR UC ETF (CI5.PA),N/A,N/A
1811020.MU,ERSTE FINANCE 4 VRN,ETF,0,ERSTE FINANCE 4 VRN (1811020.MU),N/A,N/A
20251004.SG,,ETF,0,20251004.SG,N/A,N/A
PSRM.L,POWERSHARES GLBAL FUNDS IRELAND,ETF,0,POWERSHARES GLBAL FUNDS IRELAND (PSRM.L),N/A,N/A
19425814.SG,,ETF,0,19425814.SG,N/A,N/A
2327638.SG,,ETF,0,2327638.SG,N/A,N/A
18566768.SG,,ETF,0,18566768.SG,N/A,N/A
GBB84CLD7.DU,ERSTE FINANCE 4 VRN,ETF,0,ERSTE FINANCE 4 VRN (GBB84CLD7.DU),N/A,N/A
CWAT.SW,CWAT/ETFS HEDGED,ETF,0,CWAT/ETFS HEDGED (CWAT.SW),N/A,N/A
DBZD.SG,DBX I ESF 1C,ETF,0,DBX I ESF 1C (DBZD.SG),N/A,N/A
20961757.SG,,ETF,0,20961757.SG,N/A,N/A
ICMTRACISHRS.MX,IRT COMPMX,ETF,0,IRT COMPMX (ICMTRACISHRS.MX),N/A,N/A
LYQC.F,L UCITS MSCI EMU,ETF,0,L UCITS MSCI EMU (LYQC.F),N/A,N/A
EFA,iShares MSCI EAFE,ETF,0,iShares MSCI EAFE (EFA),N/A,N/A
XSMC.SW,DBXT SMI 1C,ETF,0,DBXT SMI 1C (XSMC.SW),N/A,N/A
MOO,Market Vectors Agribusiness ETF,ETF,0,Market Vectors Agribusiness ETF (MOO),N/A,N/A
ISVA.BE,ISHS MSCI JAP ,ETF,0,ISHS MSCI JAP  (ISVA.BE),N/A,N/A
KSMKM-84.TA,MAKAM/KSM SAL S84,ETF,0,MAKAM/KSM SAL S84 (KSMKM-84.TA),N/A,N/A
21620294.SG,,ETF,0,21620294.SG,N/A,N/A
EL4Y.F,DK STX EUR 50,ETF,0,DK STX EUR 50 (EL4Y.F),N/A,N/A
GRAF.MI,GRAF/ETFS,ETF,0,GRAF/ETFS (GRAF.MI),N/A,N/A
UB79.L,UBS ETF UBS ETF BARCAP US 5-7 Y,ETF,0,UBS ETF UBS ETF BARCAP US 5-7 Y (UB79.L),N/A,N/A
SYBP.SG,SPDR BAR STG AG GBP,ETF,0,SPDR BAR STG AG GBP (SYBP.SG),N/A,N/A
LYAFS.SW,L UC ETF S AF C EUR,ETF,0,L UC ETF S AF C EUR (LYAFS.SW),N/A,N/A
EL4B.F,DK EU ST 50 ETF,ETF,0,DK EU ST 50 ETF (EL4B.F),N/A,N/A
19600585.SG,,ETF,0,19600585.SG,N/A,N/A
DX2H.DE,DBXT CAC 40 SH 1C,ETF,0,DBXT CAC 40 SH 1C (DX2H.DE),N/A,N/A
19121525.SG,,ETF,0,19121525.SG,N/A,N/A
IUSU.HM,ISHS USD TRE B G-CT,ETF,0,ISHS USD TRE B G-CT (IUSU.HM),N/A,N/A
EUMV.PA,OL IS EU MV UE1CC,ETF,0,OL IS EU MV UE1CC (EUMV.PA),N/A,N/A
0051.TW,POLARIS TAIWAN MID TAIWAN MID-C,ETF,0,POLARIS TAIWAN MID TAIWAN MID-C (0051.TW),N/A,N/A
21575563.SG,,ETF,0,21575563.SG,N/A,N/A
GSIU.L,MULTI UNITS LUXEMBOURG LYXOR ET,ETF,0,MULTI UNITS LUXEMBOURG LYXOR ET (GSIU.L),N/A,N/A
3006741.SG,,ETF,0,3006741.SG,N/A,N/A
OSB1.L,BRENT/ETFS,ETF,0,BRENT/ETFS (OSB1.L),N/A,N/A
IEEM.L,ISHARES PLC ISHARES MSCI EM UCI,ETF,0,ISHARES PLC ISHARES MSCI EM UCI (IEEM.L),N/A,N/A
XPLA.L,PLATINUM/DB 60,ETF,0,PLATINUM/DB 60 (XPLA.L),N/A,N/A
1988637.SG,,ETF,0,1988637.SG,N/A,N/A
RTWP.L,ETFX Russell 2000 US Small Cap Fund,ETF,0,ETFX Russell 2000 US Small Cap Fund (RTWP.L),N/A,N/A
UKCO.L,SPDR Barclays Capital Stlg Corp Bd ETF,ETF,0,SPDR Barclays Capital Stlg Corp Bd ETF (UKCO.L),N/A,N/A
RIGS,RiverFront Strategic Income Fun,ETF,0,RiverFront Strategic Income Fun (RIGS),N/A,N/A
20949089.SG,,ETF,0,20949089.SG,N/A,N/A
IJPA.AS,ISHS MSCI JAP USD,ETF,0,ISHS MSCI JAP USD (IJPA.AS),N/A,N/A
CSPXJ.SW,ISHS MSCI PC USD-AC,ETF,0,ISHS MSCI PC USD-AC (CSPXJ.SW),N/A,N/A
XEMD.SW,DBXT MSCI EMSD 1C,ETF,0,DBXT MSCI EMSD 1C (XEMD.SW),N/A,N/A
17HV.L,BARCLAYS 18 FRN,ETF,0,BARCLAYS 18 FRN (17HV.L),N/A,N/A
20820407.SG,,ETF,0,20820407.SG,N/A,N/A
HND.TO,Horizons BetaPro NYMEX Nat Gas Bear Plus,ETF,0,Horizons BetaPro NYMEX Nat Gas Bear Plus (HND.TO),N/A,N/A
CCX,WisdomTree Commodity Currency,ETF,0,WisdomTree Commodity Currency (CCX),N/A,N/A
PSSHR-16.TA,SHA5/PSAGOT BAS S16,ETF,0,SHA5/PSAGOT BAS S16 (PSSHR-16.TA),N/A,N/A
IUSK.SG,ISHS DJ EUR SU G-CT,ETF,0,ISHS DJ EUR SU G-CT (IUSK.SG),N/A,N/A
60YB.L,ADITYA/HSBC WT18,ETF,0,ADITYA/HSBC WT18 (60YB.L),N/A,N/A
J40N.BE,PR ULTSHT GOLD ETF,ETF,0,PR ULTSHT GOLD ETF (J40N.BE),N/A,N/A
TDTF,FlexShares iBoxx 5Yr Target Dur TIPS ETF,ETF,0,FlexShares iBoxx 5Yr Target Dur TIPS ETF (TDTF),N/A,N/A
JPNS,Direxion Daily Japan Bear 3X Shares,ETF,0,Direxion Daily Japan Bear 3X Shares (JPNS),N/A,N/A
XURA.L,DB ETC INDEX PLC DB ETC URANIUM,ETF,0,DB ETC INDEX PLC DB ETC URANIUM (XURA.L),N/A,N/A
19934628.SG,,ETF,0,19934628.SG,N/A,N/A
RWW,RevenueShares Financials Sector,ETF,0,RevenueShares Financials Sector (RWW),N/A,N/A
SC0J.MU,MSCI WRLD EUR-A-AC,ETF,0,MSCI WRLD EUR-A-AC (SC0J.MU),N/A,N/A
LYY6.F,L.ETF COM.CRB C-EUR,ETF,0,L.ETF COM.CRB C-EUR (LYY6.F),N/A,N/A
EXH5.F,IS SEU600 INS,ETF,0,IS SEU600 INS (EXH5.F),N/A,N/A
GASZ,UBS E-TRACS Natural Gas Fut Contango ETN,ETF,0,UBS E-TRACS Natural Gas Fut Contango ETN (GASZ),N/A,N/A
GML.MX,SPDR S&P; EMG LATAME,ETF,0,SPDR S&P; EMG LATAME (GML.MX),N/A,N/A
GASX,Direxion Daily Nat Gas Rltd Bear 3X Shrs,ETF,0,Direxion Daily Nat Gas Rltd Bear 3X Shrs (GASX),N/A,N/A
EFV,iShares MSCI EAFE Value,ETF,0,iShares MSCI EAFE Value (EFV),N/A,N/A
ISM.AS,EAS.IB.LIQ.SOV.GL.,ETF,0,EAS.IB.LIQ.SOV.GL. (ISM.AS),N/A,N/A
IDX.MX,MKT VCT INDONESIA ,ETF,0,MKT VCT INDONESIA  (IDX.MX),N/A,N/A
DX2Z.F,DBX SEL FRONTIER 1C,ETF,0,DBX SEL FRONTIER 1C (DX2Z.F),N/A,N/A
20495761.SG,,ETF,0,20495761.SG,N/A,N/A
61JS.L,ZEBRA/INVESTEC 15,ETF,0,ZEBRA/INVESTEC 15 (61JS.L),N/A,N/A
LYYC.DE,L U ETF A PAC C EUR,ETF,0,L U ETF A PAC C EUR (LYYC.DE),N/A,N/A
LQDA.AS,ISHS USD CO BD USD,ETF,0,ISHS USD CO BD USD (LQDA.AS),N/A,N/A
107560.KS,GIANT Hyundai Motor,ETF,0,GIANT Hyundai Motor (107560.KS),N/A,N/A
XDUK.F,DBX FTSE100 DIR DIS,ETF,0,DBX FTSE100 DIR DIS (XDUK.F),N/A,N/A
GASL,Direxion Daily Nat Gas Rltd Bull 3X Shrs,ETF,0,Direxion Daily Nat Gas Rltd Bull 3X Shrs (GASL),N/A,N/A
11KC.L,SRTRANS/HSBC 16 VRN,ETF,0,SRTRANS/HSBC 16 VRN (11KC.L),N/A,N/A
AXSL,iShares MSCI ACWI ex US Consumer Staples,ETF,0,iShares MSCI ACWI ex US Consumer Staples (AXSL),N/A,N/A
LYUTLW.SW,MUL LY W UTILIT CC,ETF,0,MUL LY W UTILIT CC (LYUTLW.SW),N/A,N/A
XELL.SG,DBXT2 I EU5 DTR 1CC,ETF,0,DBXT2 I EU5 DTR 1CC (XELL.SG),N/A,N/A
XVZ,iPath S&P; 500 Dynamic VIX ETN,ETF,0,iPath S&P; 500 Dynamic VIX ETN (XVZ),N/A,N/A
XDUK.L,DB X-TRACKERS DBXT FTSE100 (DIR,ETF,0,DB X-TRACKERS DBXT FTSE100 (DIR (XDUK.L),N/A,N/A
ZPR.TO,BMO S&P;/TSX Laddered Pref S Index ETF,ETF,0,BMO S&P;/TSX Laddered Pref S Index ETF (ZPR.TO),N/A,N/A
XWSD.MI,DBXT MSCI W CS 1C,ETF,0,DBXT MSCI W CS 1C (XWSD.MI),N/A,N/A
HAO,Guggenheim China Small Cap ETF,ETF,0,Guggenheim China Small Cap ETF (HAO),N/A,N/A
CH5.MI,AM EU HEALTH UC ETF,ETF,0,AM EU HEALTH UC ETF (CH5.MI),N/A,N/A
RWO,SPDR Dow Jones Global Real Estate,ETF,0,SPDR Dow Jones Global Real Estate (RWO),N/A,N/A
ISPA.DE,ISH SXX GSD 100,ETF,0,ISH SXX GSD 100 (ISPA.DE),N/A,N/A
EURP.L,ETFS FOREIGN EXCHANGE LIMITED E,ETF,0,ETFS FOREIGN EXCHANGE LIMITED E (EURP.L),N/A,N/A
19871655.SG,XSTR 22 SRN -S,ETF,0,XSTR 22 SRN -S (19871655.SG),N/A,N/A
21944205.SG,,ETF,0,21944205.SG,N/A,N/A
20251013.SG,,ETF,0,20251013.SG,N/A,N/A
FXL.MX,FSTTR TECH ALPDX FD,ETF,0,FSTTR TECH ALPDX FD (FXL.MX),N/A,N/A
19670266.SG,,ETF,0,19670266.SG,N/A,N/A
19837662.SG,,ETF,0,19837662.SG,N/A,N/A
YDGA.AX,DIGGA AUST MINING FUND EI,ETF,0,DIGGA AUST MINING FUND EI (YDGA.AX),N/A,N/A
XTH5.SW,,ETF,0,XTH5.SW,N/A,N/A
IQQ4.SG,ISHS ASIA PR YI G-C,ETF,0,ISHS ASIA PR YI G-C (IQQ4.SG),N/A,N/A
18614662.SG,,ETF,0,18614662.SG,N/A,N/A
HAP,Market Vectors RVE Hard Assets Prod ETF,ETF,0,Market Vectors RVE Hard Assets Prod ETF (HAP),N/A,N/A
IUS3.MU,ISHS S&P; SMCAP G-CT,ETF,0,ISHS S&P; SMCAP G-CT (IUS3.MU),N/A,N/A
63XW.L,RPCCL/HSBC WT21,ETF,0,RPCCL/HSBC WT21 (63XW.L),N/A,N/A
AIGE.MI,AIGE/ETFS,ETF,0,AIGE/ETFS (AIGE.MI),N/A,N/A
BEAR-REC-HA.OL,REC/SHB CT 40,ETF,0,REC/SHB CT 40 (BEAR-REC-HA.OL),N/A,N/A
NUCL,iShares Global Nuclear Energy ETF,ETF,0,iShares Global Nuclear Energy ETF (NUCL),N/A,N/A
21708540.SG,,ETF,0,21708540.SG,N/A,N/A
2827.HK,X WISECSI300ETF,ETF,0,X WISECSI300ETF (2827.HK),N/A,N/A
CDZ.TO,iShares S&P;/TSX Can Div Aristocrats Comm,ETF,0,iShares S&P;/TSX Can Div Aristocrats Comm (CDZ.TO),N/A,N/A
X71144.TI,9.15 UCG/SG ISSUE16,ETF,0,9.15 UCG/SG ISSUE16 (X71144.TI),N/A,N/A
HXT-U.TO,HORIZONS SP TSX 60 INDEX ETF US,ETF,0,HORIZONS SP TSX 60 INDEX ETF US (HXT-U.TO),N/A,N/A
EUNS.F,ISHS EUR CRP B G-CT,ETF,0,ISHS EUR CRP B G-CT (EUNS.F),N/A,N/A
10104463.SG,,ETF,0,10104463.SG,N/A,N/A
20495776.SG,,ETF,0,20495776.SG,N/A,N/A
FRAK,Market Vectors Unconventl Oil & Gas ETF,ETF,0,Market Vectors Unconventl Oil & Gas ETF (FRAK),N/A,N/A
XACT-LAKEMEDEL.ST,SHB X NORD HC ETFC,ETF,0,SHB X NORD HC ETFC (XACT-LAKEMEDEL.ST),N/A,N/A
X023.SG,COMS M USA SM IC,ETF,0,COMS M USA SM IC (X023.SG),N/A,N/A
M9SJ.MU,RBS M A D RUSS C,ETF,0,RBS M A D RUSS C (M9SJ.MU),N/A,N/A
