Ticker,Name,Sector,Market Cap,Company,Sales,EBITDA
TAP,Molson Coors Brewing Company,Beverages - Brewers,10.22B,Molson Coors Brewing Company(TAP),233B,664M
SBW,Western Asset Worldwide Income ,,0,Western Asset Worldwide Income (SBW),9B,367B
TWTC,TW Telecom Inc.,Telecom Services - Domestic,4.42B,TW Telecom Inc.(TWTC),408B,541M
IRR,ING Risk Managed Natural Resour,,0,ING Risk Managed Natural Resour(IRR),690B,596B
IRS,IRSA Investments and Representations Inc.,Real Estate Development,703.26M,IRSA Investments and Representations Inc.(IRS),960B,345B
LINTA,Liberty Interactive Corporation,Catalog & Mail Order Houses,14.96B,Liberty Interactive Corporation(LINTA),809B,8M
TWTR,"Twitter, Inc.",Internet Information Providers,34.27B,"Twitter, Inc.(TWTR)",749B,172B
IRL,"New Ireland Fund, Inc (The) Com",,0,"New Ireland Fund, Inc (The) Com(IRL)",338M,923B
IRM,Iron Mountain Inc.,Business Software & Services,5.86B,Iron Mountain Inc.(IRM),248B,37M
FOSL,"Fossil Group, Inc.","Recreational Goods, Other",6.67B,"Fossil Group, Inc.(FOSL)",912B,531B
IRC,Inland Real Estate Corp.,REIT - Retail,1.07B,Inland Real Estate Corp.(IRC),592B,868B
GBDC,"Golub Capital BDC, Inc.",,0,"Golub Capital BDC, Inc.(GBDC)",290M,52M
IRG,"Ignite Restaurant Group, Inc.",Restaurants,322.16M,"Ignite Restaurant Group, Inc.(IRG)",506B,538B
AGD,Alpine Global Dynamic Dividend Fund,,0,Alpine Global Dynamic Dividend Fund(AGD),102B,869B
EMCI,EMC Insurance Group Inc.,Property & Casualty Insurance,411.10M,EMC Insurance Group Inc.(EMCI),384M,218M
YELP,"Yelp, Inc.",Internet Information Providers,4.37B,"Yelp, Inc.(YELP)",260B,414M
CRAY,Cray Inc.,Diversified Computer Systems,1.05B,Cray Inc.(CRAY),751B,649B
JBHT,JB Hunt Transport Services Inc.,Trucking,9.07B,JB Hunt Transport Services Inc.(JBHT),345B,907B
OCFC,OceanFirst Financial Corp.,Savings & Loans,297.30M,OceanFirst Financial Corp.(OCFC),521M,720B
PRFT,Perficient Inc.,Business Software & Services,777.17M,Perficient Inc.(PRFT),32M,882B
VCRA,"Vocera Communications, Inc.",Communication Equipment,401.89M,"Vocera Communications, Inc.(VCRA)",355B,447B
CACB,Cascade Bancorp,Regional - Pacific Banks,242.77M,Cascade Bancorp(CACB),816B,381M
NYMT,New York Mortgage Trust Inc.,REIT - Residential,439.58M,New York Mortgage Trust Inc.(NYMT),989M,628B
NYMX,Nymox Pharmaceutical Corporation,Diagnostic Substances,207.82M,Nymox Pharmaceutical Corporation(NYMX),752M,383M
CACC,Credit Acceptance Corp.,Credit Services,3.05B,Credit Acceptance Corp.(CACC),276B,954M
PME,Pingtan Marine Enterprise Ltd.,Conglomerates,252.98M,Pingtan Marine Enterprise Ltd.(PME),865B,584B
MRCY,"Mercury Systems, Inc.",Computer Peripherals,365.85M,"Mercury Systems, Inc.(MRCY)",831M,266M
TSC,"Tristate Capital Holdings, Inc.",Money Center Banks,344.28M,"Tristate Capital Holdings, Inc.(TSC)",405M,336M
TSI,"TCW Strategic Income Fund, Inc.",,0,"TCW Strategic Income Fund, Inc.(TSI)",11M,412M
BNCL,Beneficial Mutual Bancorp Inc.,Regional - Northeast Banks,841.40M,Beneficial Mutual Bancorp Inc.(BNCL),966B,662M
TSN,"Tyson Foods, Inc.",Meat Products,11.54B,"Tyson Foods, Inc.(TSN)",830B,386M
TSO,Tesoro Corporation,Oil & Gas Refining & Marketing,7.63B,Tesoro Corporation(TSO),281B,392M
TSU,TIM Participacoes S.A.,Wireless Communications,12.66B,TIM Participacoes S.A.(TSU),47M,415B
MFA,"MFA Financial, Inc.",REIT - Diversified,2.58B,"MFA Financial, Inc.(MFA)",65M,933B
MFG,"Mizuho Financial Group, Inc.",Foreign Regional Banks,52.00B,"Mizuho Financial Group, Inc.(MFG)",409B,18B
AME,Ametek Inc.,Diversified Machinery,12.87B,Ametek Inc.(AME),426B,915M
AMD,"Advanced Micro Devices, Inc.",Semiconductor - Broad Line,0,"Advanced Micro Devices, Inc.(AMD)",861M,313M
AMH,American Homes 4 Rent,REIT - Residential,3.00B,American Homes 4 Rent(AMH),525B,566M
STAG,"STAG Industrial, Inc.",REIT - Industrial,902.61M,"STAG Industrial, Inc.(STAG)",289M,840M
PTIE,Pain Therapeutics Inc.,Biotechnology,212.19M,Pain Therapeutics Inc.(PTIE),362M,18M
AMP,"Ameriprise Financial, Inc.",Asset Management,22.15B,"Ameriprise Financial, Inc.(AMP)",586M,203B
MFV,MFS Special Value Trust Common ,,0,MFS Special Value Trust Common (MFV),510B,854B
STAN,Standard Parking Corporation,Management Services,0,Standard Parking Corporation(STAN),929M,743B
AMX,America Movil S.A.B. de C.V.,Wireless Communications,83.88B,America Movil S.A.B. de C.V.(AMX),619M,242M
XRTX,Xyratex Ltd.,Data Storage Devices,366.80M,Xyratex Ltd.(XRTX),494B,978M
UTF,"Cohen & Steers Infrastructure Fund, Inc",,0,"Cohen & Steers Infrastructure Fund, Inc(UTF)",440B,979B
MCGC,MCG Capital Corporation,Asset Management,314.04M,MCG Capital Corporation(MCGC),673B,619M
FDEF,First Defiance Financial Corp.,Savings & Loans,258.30M,First Defiance Financial Corp.(FDEF),147B,161B
SGZA,Selective Insurance Group Inc.,,1.10B,Selective Insurance Group Inc.(SGZA),213B,615B
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,Semiconductor Equipment & Materials,571.87M,ChipMOS TECHNOLOGIES (Bermuda) LTD.(IMOS),73M,670B
CEMI,"Chembio Diagnostics, Inc.",Diagnostic Substances,30.81M,"Chembio Diagnostics, Inc.(CEMI)",307B,24B
PTNR,Partner Communications Company Ltd.,Wireless Communications,1.42B,Partner Communications Company Ltd.(PTNR),262B,33M
VFC,V.F. Corporation,Textile - Apparel Clothing,27.40B,V.F. Corporation(VFC),574B,77M
SQNM,Sequenom Inc.,Biotechnology,267.32M,Sequenom Inc.(SQNM),624M,462B
WNS,WNS (Holdings) Ltd.,Business Services,1.10B,WNS (Holdings) Ltd.(WNS),418B,235B
WHFBL,"WhiteHorse Finance, Inc.",,0,"WhiteHorse Finance, Inc.(WHFBL)",467B,28B
LABL,Multi-Color Corp.,Business Services,613.61M,Multi-Color Corp.(LABL),667B,979B
UFI,Unifi Inc.,Textile Industrial,526.32M,Unifi Inc.(UFI),259B,447B
MSB,Mesabi Trust,Diversified Investments,288.90M,Mesabi Trust(MSB),179B,21M
UFS,Domtar Corporation,Paper & Paper Products,3.09B,Domtar Corporation(UFS),923M,860B
CBEY,"Cbeyond, Inc.",Diversified Communication Services,206.43M,"Cbeyond, Inc.(CBEY)",208B,794M
TUMI,"Tumi Holdings, Inc.","Specialty Retail, Other",1.58B,"Tumi Holdings, Inc.(TUMI)",823B,769B
OLBK,Old Line Bancshares Inc.,Regional - Mid-Atlantic Banks,154.17M,Old Line Bancshares Inc.(OLBK),495M,686B
CWCO,Consolidated Water Co. Ltd.,Water Utilities,204.31M,Consolidated Water Co. Ltd.(CWCO),923B,173M
KOPN,Kopin Corporation,Semiconductor - Broad Line,265.14M,Kopin Corporation(KOPN),793M,996M
KMI-WI,"KINDER MORGAN, INC.",,0,"KINDER MORGAN, INC.(KMI-WI)",100B,402B
SEIC,SEI Investments Co.,Asset Management,5.94B,SEI Investments Co.(SEIC),454M,486B
KMI-WT,"KINDER MORGAN, INC.",,0,"KINDER MORGAN, INC.(KMI-WT)",486M,969B
FPO,First Potomac Realty Trust,REIT - Office,680.93M,First Potomac Realty Trust(FPO),797M,337B
FPF,First Trust Intermediate Durati,,0,First Trust Intermediate Durati(FPF),432B,430B
PFL,PIMCO Income Strategy Fund Shar,,0,PIMCO Income Strategy Fund Shar(PFL),405B,717M
DNBF,DNB Financial Corp.,Regional - Pacific Banks,57.12M,DNB Financial Corp.(DNBF),421B,124B
ORCL,Oracle Corporation,Application Software,170.83B,Oracle Corporation(ORCL),918M,376M
FCE-B,Forest City Enterprises Inc.,,3.74B,Forest City Enterprises Inc.(FCE-B),206B,670M
TSM,Taiwan Semiconductor Manufacturing Company Limited,Semiconductor - Integrated Circuits,91.03B,Taiwan Semiconductor Manufacturing Company Limited(TSM),133M,443B
MGCD,MGC Diagnostics Corporation,Medical Appliances & Equipment,52.50M,MGC Diagnostics Corporation(MGCD),327M,191B
DGIT,"Digital Generation, Inc.",Business Services,355.41M,"Digital Generation, Inc.(DGIT)",921M,74B
DFZ,R.G. Barry Corporation,Textile - Apparel Footwear & Accessories,222.16M,R.G. Barry Corporation(DFZ),886M,2M
DFT,"DuPont Fabros Technology, Inc.",Property Management,1.60B,"DuPont Fabros Technology, Inc.(DFT)",625M,137B
DFS,Discover Financial Services,Credit Services,26.22B,Discover Financial Services(DFS),287M,433B
DFP,Flaherty & Crumrine Dynamic Pre,,0,Flaherty & Crumrine Dynamic Pre(DFP),352M,822M
CRESY,Cresud Sociedad An,,493.15M,Cresud Sociedad An(CRESY),439M,274M
FSL,"Freescale Semiconductor, Ltd.",Semiconductor - Broad Line,4.07B,"Freescale Semiconductor, Ltd.(FSL)",226B,868M
BBRY,BlackBerry Limited,,3.81B,BlackBerry Limited(BBRY),497B,298B
KEYW,The KEYW Holding Corporation,Application Software,486.42M,The KEYW Holding Corporation(KEYW),887M,797M
MHF,Western Asset Municipal High In,,0,Western Asset Municipal High In(MHF),613B,568M
SUBK,Suffolk Bancorp,Regional - Northeast Banks,241.99M,Suffolk Bancorp(SUBK),629M,883M
MHI,Pioneer Municipal High Income T,,0,Pioneer Municipal High Income T(MHI),182B,428M
BBRG,"Bravo Brio Restaurant Group, Inc.",Restaurants,318.46M,"Bravo Brio Restaurant Group, Inc.(BBRG)",789M,134M
DBLEP,Double Eagle Petroleum Co.,,262.89M,Double Eagle Petroleum Co.(DBLEP),332M,1M
PII,"Polaris Industries, Inc.",Recreational Vehicles,10.10B,"Polaris Industries, Inc.(PII)",351M,437B
PIM,Putnam Master Intermediate Income Trust,Closed-End Fund - Debt,319.18M,Putnam Master Intermediate Income Trust(PIM),183M,475M
LOOK,"LookSmart, Ltd.",Internet Information Providers,11.24M,"LookSmart, Ltd.(LOOK)",528M,641B
TAYCP,"Taylor Capital Group, Inc.",,0,"Taylor Capital Group, Inc.(TAYCP)",452B,654M
PIY,Preferred Plus Trust (Ser CZN) ,,0,Preferred Plus Trust (Ser CZN) (PIY),485B,395B
PIR,"Pier 1 Imports, Inc.",Home Furnishing Stores,2.40B,"Pier 1 Imports, Inc.(PIR)",303M,516M
AMG,Affiliated Managers Group Inc.,Asset Management,11.41B,Affiliated Managers Group Inc.(AMG),416B,839B
MFD,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,Closed-End Fund - Equity,142.59M,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund(MFD),743M,563M
MASI,Masimo Corporation,Medical Appliances & Equipment,1.66B,Masimo Corporation(MASI),73M,518B
VRTS,"Virtus Investment Partners, Inc.",Asset Management,1.84B,"Virtus Investment Partners, Inc.(VRTS)",65M,617M
ETN,Eaton Corporation plc,Diversified Machinery,36.16B,Eaton Corporation plc(ETN),991B,88B
ETE,"Energy Transfer Equity, L.P.",Oil & Gas Pipelines,22.99B,"Energy Transfer Equity, L.P.(ETE)",186M,120M
ETG,Eaton Vance Tax-Advantaged Glob,,0,Eaton Vance Tax-Advantaged Glob(ETG),865B,132B
ETB,EasyETF Euro Stoxx 50 D,,0,EasyETF Euro Stoxx 50 D(ETB),182B,111M
ETX,Eaton Vance Municipal Income Te,,0,Eaton Vance Municipal Income Te(ETX),317B,400B
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,Closed-End Fund - Equity,0,Eaton Vance Tax-Managed Diversified Equity Income Fund(ETY),288B,524B
ETW,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,Closed-End Fund - Foreign,1.29B,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund(ETW),724M,772M
ETP,"Energy Transfer Partners, L.P.",Oil & Gas Pipelines,18.64B,"Energy Transfer Partners, L.P.(ETP)",8M,725B
AMT,American Tower Corporation,REIT - Diversified,31.46B,American Tower Corporation(AMT),738B,666M
SNTS,"Santarus, Inc.",Biotechnology,2.15B,"Santarus, Inc.(SNTS)",506M,213M
DSPG,DSP Group Inc.,Semiconductor - Integrated Circuits,219.52M,DSP Group Inc.(DSPG),908M,556B
IPI,"Intrepid Potash, Inc.",Agricultural Chemicals,1.19B,"Intrepid Potash, Inc.(IPI)",349B,697M
IPG,"The Interpublic Group of Companies, Inc.",Advertising Agencies,7.31B,"The Interpublic Group of Companies, Inc.(IPG)",499B,192M
UNFI,"United Natural Foods, Inc.",Food Wholesale,3.76B,"United Natural Foods, Inc.(UNFI)",509M,792B
XYL,Xylem Inc.,Diversified Machinery,6.40B,Xylem Inc.(XYL),548B,583B
RIVR,River Valley Bancorp,Savings & Loans,39.75M,River Valley Bancorp(RIVR),211M,631B
LHO,LaSalle Hotel Properties,REIT - Hotel/Motel,3.01B,LaSalle Hotel Properties(LHO),462M,293B
SCHN,"Schnitzer Steel Industries, Inc.",Metal Fabrication,850.33M,"Schnitzer Steel Industries, Inc.(SCHN)",235M,348M
SCHL,Scholastic Corporation,Publishing - Books,1.08B,Scholastic Corporation(SCHL),866B,522M
SCHW,The Charles Schwab Corporation,Investment Brokerage - National,32.94B,The Charles Schwab Corporation(SCHW),296M,750M
FNSR,Finisar Corp.,Networking & Communication Devices,2.28B,Finisar Corp.(FNSR),550B,263M
ARCO,Arcos Dorados Holdings Inc. Cla,,0,Arcos Dorados Holdings Inc. Cla(ARCO),464B,402B
CAAS,China Automotive Systems Inc.,Auto Parts,217.90M,China Automotive Systems Inc.(CAAS),855M,3M
FNRG,ForceField Energy Inc.,Diversified Utilities,97.10M,ForceField Energy Inc.(FNRG),270M,631M
NNJ,Nuveen New Jersey Premium Incom,,0,Nuveen New Jersey Premium Incom(NNJ),369B,266M
GE,General Electric Company,Diversified Machinery,282.58B,General Electric Company(GE),445B,64M
UEPS,Net 1 Ueps Technologies Inc.,Business Services,388.76M,Net 1 Ueps Technologies Inc.(UEPS),674B,314M
JZV,Lehman ABS Corp 7.00% Corporate,,0,Lehman ABS Corp 7.00% Corporate(JZV),941M,836M
TUP,Tupperware Brands Corporation,Packaging & Containers,4.83B,Tupperware Brands Corporation(TUP),183M,812B
STL,Sterling Bancorp.,Savings & Loans,1.12B,Sterling Bancorp.(STL),234B,216B
JZC,Corporate Backed Tr Ctfs 2004-4,,0,Corporate Backed Tr Ctfs 2004-4(JZC),657M,135M
JZL,Lehman ABS Corporation 6.25% Co,,0,Lehman ABS Corporation 6.25% Co(JZL),872B,478B
JZK,Lehman ABS Corporation 7.00% Co,,0,Lehman ABS Corporation 7.00% Co(JZK),698B,955B
JZJ,Lehman ABS Corporation 7.125% C,,0,Lehman ABS Corporation 7.125% C(JZJ),38B,717M
FISV,"Fiserv, Inc.",Business Services,15.20B,"Fiserv, Inc.(FISV)",450M,922M
STR,Questar Corporation,Gas Utilities,4.02B,Questar Corporation(STR),722M,929B
ZHNE,Zhone Technologies Inc.,Communication Equipment,182.11M,Zhone Technologies Inc.(ZHNE),796B,38M
CCZ,Comcast Holdings ZONES,,0,Comcast Holdings ZONES(CCZ),252B,170B
WSFS,WSFS Financial Corp.,Regional - Mid-Atlantic Banks,686.76M,WSFS Financial Corp.(WSFS),912M,15B
FISI,Financial Institutions Inc.,Regional - Mid-Atlantic Banks,346.62M,Financial Institutions Inc.(FISI),985B,45M
HOS,"Hornbeck Offshore Services, Inc.",Oil & Gas Equipment & Services,1.77B,"Hornbeck Offshore Services, Inc.(HOS)",807M,950B
HOT,Starwood Hotels & Resorts Worldwide Inc.,Lodging,15.18B,Starwood Hotels & Resorts Worldwide Inc.(HOT),719M,46B
HOV,Hovnanian Enterprises Inc.,Residential Construction,899.10M,Hovnanian Enterprises Inc.(HOV),620M,337B
HON,Honeywell International Inc.,Diversified Machinery,71.33B,Honeywell International Inc.(HON),149M,188M
NFG,National Fuel Gas Company,Independent Oil & Gas,5.94B,National Fuel Gas Company(NFG),49B,974M
ACHC,"Acadia Healthcare Company, Inc.",Specialized Health Services,2.42B,"Acadia Healthcare Company, Inc.(ACHC)",76B,876B
ACHN,"Achillion Pharmaceuticals, Inc.",Biotechnology,315.64M,"Achillion Pharmaceuticals, Inc.(ACHN)",364B,986B
NFJ,"AllianzGI NFJ Dividend, Interes",,0,"AllianzGI NFJ Dividend, Interes(NFJ)",649M,727M
SINA,SINA Corporation,Internet Software & Services,5.51B,SINA Corporation(SINA),140M,492M
NFX,Newfield Exploration Co.,Independent Oil & Gas,3.22B,Newfield Exploration Co.(NFX),743M,299M
SIVBO,SVB Financial Group,,0,SVB Financial Group(SIVBO),732M,156B
COY,Blackrock Corporate High Yield ,,0,Blackrock Corporate High Yield (COY),670M,150M
COV,Covidien plc,Medical Instruments & Supplies,30.69B,Covidien plc(COV),401B,326M
COT,Cott Corporation,Beverages - Soft Drinks,762.29M,Cott Corporation(COT),102M,389B
COP,ConocoPhillips,Oil & Gas Drilling & Exploration,0,ConocoPhillips(COP),562B,260B
COO,The Cooper Companies Inc.,Medical Instruments & Supplies,6.02B,The Cooper Companies Inc.(COO),84M,696B
RNR,RenaissanceRe Holdings Ltd.,Property & Casualty Insurance,4.27B,RenaissanceRe Holdings Ltd.(RNR),64M,269M
COH,"Coach, Inc.",Textile - Apparel Footwear & Accessories,15.84B,"Coach, Inc.(COH)",963B,443B
COG,Cabot Oil & Gas Corporation,Independent Oil & Gas,16.31B,Cabot Oil & Gas Corporation(COG),94M,99M
COF,Capital One Financial Corp.,Credit Services,44.03B,Capital One Financial Corp.(COF),702B,905B
THST,"Truett-Hurst, Inc.",Beverages - Wineries & Distillers,11.69M,"Truett-Hurst, Inc.(THST)",97M,947M
RPRX,Repros Therapeutics Inc.,Biotechnology,426.41M,Repros Therapeutics Inc.(RPRX),82M,954M
FXCM,FXCM Inc.,Investment Brokerage - National,739.82M,FXCM Inc.(FXCM),748B,966B
MEAD,Meade Instruments Corp.,,0,Meade Instruments Corp.(MEAD),117M,580B
KGC,Kinross Gold Corporation,Gold,4.91B,Kinross Gold Corporation(KGC),422B,82M
SMPL,"Simplicity Bancorp, Inc.",Savings & Loans,123.91M,"Simplicity Bancorp, Inc.(SMPL)",316M,603B
FXCB,"Fox Chase Bancorp, Inc.",Savings & Loans,197.16M,"Fox Chase Bancorp, Inc.(FXCB)",613B,728B
JBSS,John B Sanfilippo & Son Inc.,Processed & Packaged Goods,273.24M,John B Sanfilippo & Son Inc.(JBSS),900B,426M
TISA,Top Image Systems Ltd.,Application Software,70.31M,Top Image Systems Ltd.(TISA),201M,311B
TISI,"Team, Inc.",Business Services,861.73M,"Team, Inc.(TISI)",311M,699M
MZF,Managed Duration Investment Gra,,0,Managed Duration Investment Gra(MZF),597M,926B
BZT,Beazer Homes USA Inc.,,909.97M,Beazer Homes USA Inc.(BZT),737M,972M
MTDR,Matador Resources Company,Independent Oil & Gas,1.26B,Matador Resources Company(MTDR),342B,950M
BZH,Beazer Homes USA Inc.,Residential Construction,599.16M,Beazer Homes USA Inc.(BZH),34M,673B
EMMSP,Emmis Communications Corp.,,564.10M,Emmis Communications Corp.(EMMSP),588B,252B
HNRG,Hallador Energy Company,Nonmetallic Mineral Mining,229.80M,Hallador Energy Company(HNRG),829M,858M
RVT,Royce Value Trust Inc.,Closed-End Fund - Equity,1.14B,Royce Value Trust Inc.(RVT),693B,863M
KPTI,"Karyopharm Therapeutics, Inc.",Drug Manufacturers - Major,654.48M,"Karyopharm Therapeutics, Inc.(KPTI)",564M,410B
OSN,"Ossen Innovation Co., Ltd.",Steel & Iron,25.87M,"Ossen Innovation Co., Ltd.(OSN)",473M,743M
OSK,Oshkosh Corporation,Trucks & Other Vehicles,4.32B,Oshkosh Corporation(OSK),752B,318M
WWWW,"Web.com Group, Inc.",Internet Information Providers,1.57B,"Web.com Group, Inc.(WWWW)",966B,588M
GAGA,Le Gaga Holdings Ltd,Farm Products,148.64M,Le Gaga Holdings Ltd(GAGA),864B,42M
MRC,MRC Global Inc.,Machine Tools & Accessories,3.27B,MRC Global Inc.(MRC),464M,844B
ACUR,"Acura Pharmaceuticals, Inc.",Drug Delivery,81.66M,"Acura Pharmaceuticals, Inc.(ACUR)",208M,288M
FVE,Five Star Quality Care Inc.,Long-Term Care Facilities,265.49M,Five Star Quality Care Inc.(FVE),957M,646M
AWAY,"HomeAway, Inc.",Internet Information Providers,3.48B,"HomeAway, Inc.(AWAY)",487B,738B
LDR,Landauer Inc.,Scientific & Technical Instruments,503.90M,Landauer Inc.(LDR),709B,489M
FBHS,"Fortune Brands Home & Security, Inc.",Home Furnishings & Fixtures,7.57B,"Fortune Brands Home & Security, Inc.(FBHS)",913M,152B
SQNS,Sequans Communications S.A.,Semiconductor - Integrated Circuits,87.59M,Sequans Communications S.A.(SQNS),424M,990M
MYC,"Blackrock MuniYield California Fund, Inc.",Closed-End Fund - Debt,292.50M,"Blackrock MuniYield California Fund, Inc.(MYC)",774B,434M
MYF,BlackRock MuniYield Investment Fund,Closed-End Fund - Debt,190.05M,BlackRock MuniYield Investment Fund(MYF),68B,453M
MYE,Myers Industries Inc.,Rubber & Plastics,724.75M,Myers Industries Inc.(MYE),290B,252M
MYD,"Blackrock MuniYield Fund, Inc.",Closed-End Fund - Debt,595.71M,"Blackrock MuniYield Fund, Inc.(MYD)",823B,332M
MYJ,"BlackRock MuniYield New Jersey Fund, Inc.",Closed-End Fund - Debt,192.26M,"BlackRock MuniYield New Jersey Fund, Inc.(MYJ)",65M,806M
MYI,Blackrock MuniYield Quality Fun,,0,Blackrock MuniYield Quality Fun(MYI),393M,375B
MYN,Blackrock MuniYield New York Qu,,0,Blackrock MuniYield New York Qu(MYN),404M,397M
MYM,Blackrock MuniYield Michigan Qu,,0,Blackrock MuniYield Michigan Qu(MYM),91B,95M
MYL,"Mylan, Inc.",Drugs - Generic,16.45B,"Mylan, Inc.(MYL)",746M,904B
DHR,Danaher Corp.,Diversified Machinery,53.59B,Danaher Corp.(DHR),69M,15M
DHT,"DHT Holdings, Inc.",Shipping,188.76M,"DHT Holdings, Inc.(DHT)",200B,646B
DHX,"Dice Holdings, Inc.",Staffing & Outsourcing Services,414.02M,"Dice Holdings, Inc.(DHX)",264M,933B
WMAR,West Marine Inc.,"Specialty Retail, Other",346.96M,West Marine Inc.(WMAR),844M,457M
DHG,DWS High Income Opportunities F,,0,DWS High Income Opportunities F(DHG),316B,465B
DHF,Dreyfus High Yield Strategies F,,0,Dreyfus High Yield Strategies F(DHF),640M,633M
DHI,DR Horton Inc.,Residential Construction,7.09B,DR Horton Inc.(DHI),120M,648M
BTU,Peabody Energy Corp.,Industrial Metals & Minerals,5.23B,Peabody Energy Corp.(BTU),585M,204B
WST,"West Pharmaceutical Services, Inc.",Medical Instruments & Supplies,0,"West Pharmaceutical Services, Inc.(WST)",270M,985M
ISCA,International Speedway Corp.,Sporting Activities,1.63B,International Speedway Corp.(ISCA),611B,260B
SNBC,Sun Bancorp Inc.,Regional - Northeast Banks,308.17M,Sun Bancorp Inc.(SNBC),678B,357M
WSO,Watsco Inc.,Electronics Wholesale,3.13B,Watsco Inc.(WSO),769M,178B
WSM,Williams-Sonoma Inc.,Home Furnishing Stores,5.63B,Williams-Sonoma Inc.(WSM),162B,516M
